8.2	21.54	2
5.38	16.78	2
6.0	16.7	2
7.8	23.7	2
7.13	17.78	2
9.59	15.93	2
12.15	20.47	2
5.97	15.88	2
8.6	18.17	2
7.21	29.76	2
10.38	28.74	2
5.74	25.18	2
10.53	17.33	2
12.03	29.57	2
12.06	21.48	2
7.94	22.22	2
10.45	15.49	2
8.65	26.37	2
9.36	15.96	2
5.05	17.42	2
10.71	26.67	2
8.5	20.11	2
6.91	26.77	2
10.73	20.95	2
8.61	25.78	2
10.73	19.67	2
12.04	28.32	2
8.24	25.69	2
10.73	21.7	2
8.44	21.29	2
8.68	17.54	2
10.04	16.46	2
5.55	18.57	2
9.97	24.37	2
12.52	16.36	2
12.54	28.71	2
8.75	18.96	2
10.24	29.92	2
6.78	19.55	2
8.35	23.91	2
7.52	23.43	2
11.17	25.12	2
10.01	22.4	2
6.5	25.06	2
11.2	19.27	2
6.13	28.84	2
7.71	18.3	2
5.2	20.25	2
9.66	22.3	2
7.33	17.91	2
5.36	27.14	2
5.71	26.39	2
10.7	17.93	2
10.42	17.39	2
12.68	27.97	2
12.43	21.88	2
9.94	28.56	2
12.45	27.89	2
11.27	27.78	2
7.54	22.0	2
10.4	25.61	2
6.0	22.18	2
6.68	29.96	2
5.62	21.49	2
8.56	17.16	2
10.28	22.48	2
5.52	26.29	2
6.35	29.47	2
7.27	17.96	2
7.0	16.06	2
11.47	27.66	2
7.45	17.41	2
10.34	27.85	2
8.45	29.11	2
12.15	25.25	2
11.36	26.83	2
9.03	17.05	2
5.45	26.81	2
10.54	16.28	2
5.82	26.02	2
9.44	19.98	2
10.9	28.2	2
5.5	20.66	2
5.18	21.91	2
11.11	27.0	2
7.08	24.27	2
6.5	28.1	2
8.92	24.26	2
8.54	15.98	2
8.95	17.58	2
8.13	16.12	2
9.17	19.41	2
8.33	20.26	2
11.62	24.09	2
9.78	22.97	2
11.76	16.4	2
7.8	25.05	2
7.0	23.83	2
10.7	27.48	2
9.64	17.86	2
9.79	29.83	2
11.76	26.84	2
5.4	27.17	2
8.45	18.67	2
5.12	22.37	2
8.86	18.09	2
11.22	19.86	2
6.61	19.13	2
7.17	28.19	2
10.79	17.35	2
12.13	17.93	2
12.6	17.34	2
12.62	24.43	2
8.96	19.9	2
12.77	28.59	2
9.93	26.09	2
11.6	21.57	2
11.36	29.76	2
6.74	21.59	2
9.13	18.58	2
6.75	16.05	2
8.44	23.08	2
10.56	17.43	2
12.07	24.55	2
6.77	17.24	2
8.37	26.98	2
10.62	25.64	2
8.28	16.19	2
6.54	21.02	2
10.78	16.52	2
5.54	18.64	2
5.98	15.83	2
5.42	19.03	2
9.07	21.66	2
11.48	23.95	2
9.05	25.97	2
11.12	23.78	2
10.62	26.57	2
5.47	19.92	2
6.57	20.24	2
12.82	26.31	2
10.89	16.84	2
10.68	23.32	2
8.1	22.86	2
11.74	20.21	2
7.76	27.81	2
8.3	22.14	2
6.02	19.91	2
9.11	27.62	2
10.21	22.41	2
6.94	15.72	2
12.15	26.29	2
12.53	18.76	2
7.03	28.86	2
9.85	21.42	2
7.69	20.73	2
12.1	26.74	2
5.25	17.34	2
12.07	26.4	2
5.97	26.42	2
12.39	24.69	2
11.77	18.73	2
9.38	24.69	2
5.66	29.43	2
6.8	28.19	2
10.29	17.27	2
12.57	18.73	2
10.3	18.1	2
6.45	26.35	2
12.47	26.17	2
7.68	18.28	2
12.2	19.78	2
5.67	16.36	2
12.31	28.55	2
12.82	18.09	2
10.59	24.78	2
12.2	29.23	2
8.95	26.99	2
7.27	21.76	2
5.66	17.08	2
10.33	26.96	2
12.93	29.97	2
12.82	18.54	2
6.16	22.98	2
6.94	19.16	2
5.95	23.46	2
7.05	16.62	2
10.99	16.31	2
10.05	21.9	2
11.15	16.2	2
12.23	16.98	2
11.93	18.37	2
7.57	22.95	2
10.06	21.13	2
10.15	27.6	2
7.58	17.6	2
8.83	22.67	2
12.06	16.88	2
12.83	20.4	2
7.62	17.65	2
10.62	18.65	2
9.95	25.03	2
8.71	22.44	2
8.35	27.0	2
5.54	20.67	2
9.39	29.48	2
8.15	22.78	2
5.77	26.83	2
11.52	21.63	2
5.78	15.4	2
9.68	15.74	2
12.34	21.52	2
7.26	18.66	2
12.66	18.97	2
10.35	24.33	2
6.73	16.79	2
12.69	24.66	2
10.49	17.07	2
12.3	17.17	2
7.29	18.27	2
8.19	18.76	2
6.78	23.82	2
11.72	21.18	2
6.21	18.57	2
12.44	19.51	2
8.04	27.0	2
11.4	28.71	2
7.11	18.44	2
6.65	16.49	2
6.49	16.21	2
8.41	23.8	2
12.07	21.64	2
6.56	29.92	2
8.55	22.34	2
12.06	16.41	2
9.14	16.34	2
8.29	25.52	2
6.18	15.8	2
7.06	26.59	2
8.15	25.55	2
7.36	21.68	2
6.79	27.59	2
9.75	21.49	2
7.0	15.8	2
9.8	18.02	2
12.25	15.99	2
6.56	24.54	2
10.49	27.4	2
10.57	16.09	2
9.05	25.45	2
5.77	24.42	2
11.23	28.37	2
7.72	29.04	2
5.0	27.16	2
6.05	24.93	2
7.57	20.51	2
10.45	16.91	2
8.66	19.07	2
7.34	15.88	2
8.63	29.49	2
9.62	28.73	2
6.73	22.66	2
7.66	16.39	2
6.09	20.31	2
6.85	28.21	2
12.72	18.48	2
7.1	16.1	2
9.05	21.42	2
6.15	26.96	2
11.43	29.55	2
5.37	15.11	2
5.41	25.02	2
10.41	19.38	2
8.49	28.13	2
6.03	20.74	2
8.08	26.56	2
9.37	22.75	2
12.64	26.15	2
11.91	20.67	2
12.43	25.91	2
8.98	22.24	2
6.85	17.99	2
8.69	28.78	2
10.65	20.7	2
10.52	15.23	2
12.29	20.09	2
12.65	16.09	2
8.95	23.73	2
7.68	19.52	2
5.75	15.3	2
5.93	28.01	2
10.1	17.65	2
8.81	24.63	2
5.67	24.91	2
11.22	21.39	2
12.46	16.43	2
8.63	19.79	2
9.44	28.85	2
12.2	28.21	2
8.34	20.59	2
10.36	18.64	2
9.73	18.99	2
12.27	17.46	2
6.31	26.96	2
10.38	24.31	2
6.39	15.02	2
7.85	19.91	2
7.94	28.15	2
5.58	29.83	2
6.77	27.48	2
5.08	17.38	2
5.75	29.82	2
5.91	25.99	2
11.66	18.81	2
7.33	27.39	2
10.58	27.5	2
8.98	28.22	2
7.29	26.25	2
10.43	20.13	2
6.84	21.57	2
5.24	21.26	2
12.4	18.95	2
7.88	29.02	2
5.52	24.71	2
12.48	27.86	2
11.5	24.65	2
11.74	25.87	2
12.65	18.76	2
12.01	21.2	2
5.47	22.41	2
9.4	20.51	2
11.9	27.6	2
9.33	21.87	2
8.4	29.42	2
11.09	23.4	2
10.38	21.79	2
12.87	25.85	2
9.28	15.01	2
5.68	24.66	2
12.7	28.25	2
6.14	24.03	2
5.71	24.99	2
7.28	29.81	2
9.89	26.06	2
9.93	18.46	2
5.46	19.49	2
6.64	15.06	2
12.23	26.89	2
7.25	26.36	2
9.58	21.45	2
7.39	21.14	2
6.78	23.57	2
7.09	21.06	2
9.1	29.8	2
11.9	15.27	2
11.45	23.63	2
8.46	18.85	2
12.72	17.71	2
6.56	15.31	2
5.2	21.54	2
7.79	16.1	2
12.16	25.44	2
7.09	29.14	2
8.03	27.05	2
9.72	26.65	2
12.87	22.51	2
6.69	28.85	2
10.43	19.2	2
7.14	22.22	2
8.06	23.56	2
6.14	23.85	2
10.41	27.14	2
12.03	28.68	2
11.69	26.86	2
9.74	21.07	2
8.62	28.55	2
7.23	29.94	2
12.69	21.31	2
11.78	24.66	2
9.88	28.37	2
11.7	19.26	2
10.71	18.2	2
8.04	27.75	2
10.82	28.43	2
12.75	26.41	2
10.41	21.47	2
6.35	26.8	2
6.68	25.31	2
8.54	28.2	2
10.81	23.94	2
11.52	25.48	2
10.08	22.76	2
12.49	16.45	2
9.22	27.8	2
6.26	23.06	2
12.02	27.47	2
10.57	20.13	2
11.68	20.1	2
5.57	28.2	2
10.54	23.53	2
7.3	29.66	2
8.61	29.11	2
5.15	23.04	2
7.26	18.27	2
5.44	15.98	2
9.48	23.0	2
12.06	21.92	2
9.77	17.24	2
5.31	29.93	2
10.7	17.03	2
5.75	16.1	2
11.66	17.28	2
5.55	25.29	2
9.55	24.73	2
10.13	27.02	2
7.17	23.87	2
9.18	16.02	2
10.19	20.02	2
12.02	16.21	2
5.0	15.28	2
5.69	20.04	2
9.07	24.76	2
10.28	24.54	2
10.7	29.65	2
5.69	18.55	2
6.47	18.64	2
12.96	23.77	2
8.23	18.38	2
6.08	28.72	2
10.76	15.91	2
9.69	29.9	2
8.51	16.87	2
6.28	26.48	2
6.9	25.65	2
7.04	27.09	2
12.88	28.25	2
7.39	22.83	2
12.94	24.18	2
7.26	17.8	2
9.02	22.15	2
5.69	17.7	2
8.77	15.09	2
9.52	22.25	2
6.29	27.61	2
11.06	20.71	2
7.18	24.91	2
9.02	19.65	2
7.44	21.53	2
10.85	29.21	2
7.88	19.98	2
6.93	27.57	2
11.21	24.89	2
10.89	19.28	2
5.71	26.24	2
8.36	22.16	2
6.46	16.0	2
6.07	16.95	2
8.98	24.76	2
7.33	21.61	2
11.3	18.64	2
8.69	26.42	2
7.65	27.17	2
7.43	17.99	2
12.83	25.94	2
8.71	20.47	2
12.01	18.94	2
7.59	20.53	2
11.72	15.7	2
6.07	29.61	2
12.38	26.99	2
12.36	20.78	2
6.25	28.78	2
12.96	24.51	2
8.56	19.49	2
7.07	24.49	2
10.43	15.39	2
12.7	19.88	2
9.21	21.69	2
5.84	18.02	2
11.19	25.61	2
11.08	15.03	2
8.25	15.08	2
10.96	26.61	2
5.38	19.42	2
6.7	27.49	2
6.59	18.04	2
9.53	24.05	2
9.5	22.7	2
6.73	25.37	2
12.67	18.74	2
6.23	15.26	2
8.84	22.14	2
11.67	28.73	2
11.47	21.07	2
7.51	17.76	2
10.4	20.22	2
7.44	22.25	2
8.09	19.89	2
11.34	20.42	2
6.44	28.74	2
6.88	22.61	2
9.96	18.94	2
5.13	22.63	2
7.23	17.99	2
7.7	23.96	2
9.66	23.85	2
10.81	28.14	2
8.13	29.18	2
12.25	27.74	2
9.25	15.73	2
5.49	15.65	2
9.18	28.13	2
12.68	20.76	2
6.26	29.78	2
7.92	25.44	2
8.38	15.58	2
11.81	15.63	2
6.21	23.79	2
7.61	18.31	2
11.97	28.88	2
11.62	21.56	2
6.96	18.7	2
5.76	24.62	2
9.21	18.8	2
12.16	22.87	2
9.39	19.44	2
7.03	18.87	2
11.14	24.16	2
5.19	17.73	2
8.77	19.25	2
7.92	27.42	2
12.77	21.71	2
5.62	21.17	2
8.36	20.52	2
9.08	29.35	2
7.77	17.95	2
9.06	29.06	2
10.92	21.0	2
12.83	26.33	2
6.56	26.69	2
11.04	27.34	2
11.53	26.98	2
11.3	18.4	2
12.75	23.82	2
11.85	29.64	2
5.92	28.45	2
8.91	27.88	2
8.47	24.37	2
7.94	20.17	2
11.01	17.13	2
6.92	15.38	2
9.59	20.85	2
6.16	18.41	2
8.95	18.63	2
6.84	16.23	2
12.51	24.61	2
5.84	25.24	2
11.49	16.99	2
6.42	25.68	2
9.44	28.39	2
12.35	27.27	2
9.96	18.02	2
6.16	27.65	2
12.03	28.13	2
5.58	20.62	2
12.29	22.6	2
12.32	28.18	2
6.15	27.0	2
8.32	23.38	2
9.33	17.82	2
9.62	23.51	2
8.7	20.43	2
5.83	29.28	2
7.27	27.97	2
9.35	15.62	2
5.54	17.6	2
9.97	29.46	2
7.5	22.93	2
8.38	20.56	2
5.52	22.76	2
9.49	20.2	2
7.64	25.73	2
11.98	29.91	2
6.09	27.51	2
6.68	21.04	2
11.79	15.67	2
5.62	27.54	2
5.1	24.7	2
7.89	23.82	2
8.55	28.02	2
12.64	22.89	2
12.55	19.24	2
10.96	21.01	2
11.54	22.64	2
11.67	18.63	2
11.5	27.21	2
11.2	21.08	2
6.58	18.51	2
11.85	15.36	2
11.24	24.92	2
8.36	29.32	2
12.84	21.7	2
5.86	20.89	2
6.56	29.72	2
5.85	16.08	2
8.95	26.54	2
9.39	17.3	2
11.88	26.99	2
6.84	21.11	2
7.6	24.84	2
11.91	25.25	2
12.33	20.83	2
9.86	29.43	2
8.29	18.22	2
5.01	29.93	2
10.31	21.99	2
5.41	15.08	2
8.74	23.36	2
6.34	23.73	2
10.64	22.45	2
11.82	15.24	2
8.73	15.78	2
12.3	24.11	2
9.05	23.11	2
11.58	24.71	2
12.12	27.35	2
7.56	18.73	2
11.57	17.19	2
6.82	29.89	2
6.81	24.74	2
5.9	24.38	2
5.86	26.48	2
5.38	19.97	2
7.76	21.03	2
5.12	20.13	2
12.0	15.63	2
9.09	25.46	2
7.92	22.94	2
9.47	16.01	2
10.61	24.76	2
7.15	17.51	2
6.99	22.4	2
6.72	22.34	2
9.33	22.72	2
6.34	25.08	2
10.11	29.74	2
10.09	16.6	2
10.59	17.88	2
9.56	25.87	2
8.31	22.14	2
8.81	26.65	2
8.26	25.22	2
12.86	22.92	2
8.46	28.27	2
7.69	17.81	2
6.68	24.01	2
6.49	23.35	2
8.71	18.26	2
8.37	27.01	2
7.53	27.59	2
6.44	23.22	2
11.68	22.12	2
8.15	25.93	2
12.94	17.24	2
6.31	15.81	2
5.11	17.43	2
7.3	17.14	2
12.81	19.26	2
9.01	26.65	2
8.36	17.72	2
5.15	15.12	2
8.53	19.27	2
9.54	19.92	2
11.46	28.62	2
12.3	24.54	2
11.06	17.43	2
8.33	21.36	2
7.99	19.08	2
9.57	23.82	2
6.63	26.39	2
10.0	25.24	2
7.74	20.26	2
8.27	21.69	2
7.71	22.37	2
7.44	16.52	2
6.04	21.48	2
8.13	27.88	2
5.47	15.85	2
6.35	29.22	2
9.44	21.69	2
12.29	18.8	2
8.34	24.88	2
5.37	16.27	2
12.08	21.24	2
8.27	29.48	2
7.2	19.12	2
9.2	17.32	2
5.3	24.95	2
7.92	17.54	2
7.95	22.75	2
10.99	29.23	2
12.07	26.46	2
7.84	22.31	2
8.7	17.93	2
6.02	16.81	2
11.76	19.34	2
12.29	28.85	2
7.94	18.53	2
8.55	27.17	2
5.56	17.78	2
12.92	17.06	2
11.49	16.38	2
12.2	29.38	2
12.89	24.75	2
12.81	24.44	2
5.05	20.29	2
11.55	23.86	2
11.06	23.61	2
6.66	20.01	2
11.27	23.74	2
12.23	26.01	2
7.53	29.71	2
7.99	23.47	2
5.47	16.88	2
6.03	23.21	2
12.53	19.39	2
5.85	18.31	2
11.41	18.47	2
5.39	18.37	2
9.28	21.12	2
7.63	28.52	2
12.31	17.3	2
11.29	27.55	2
7.23	20.87	2
9.42	29.25	2
5.41	19.45	2
7.87	28.33	2
35.3	1.34	3
31.93	6.56	3
30.2	7.77	3
33.37	9.65	3
29.92	1.58	3
27.47	6.31	3
30.42	10.07	3
34.82	4.48	3
36.51	8.49	3
29.27	7.64	3
37.88	3.36	3
29.73	9.34	3
31.29	1.78	3
33.78	0.91	3
31.95	10.16	3
32.0	3.09	3
31.78	4.08	3
29.43	2.63	3
30.53	5.14	3
34.67	11.58	3
31.41	7.18	3
35.55	5.83	3
32.47	9.82	3
33.26	8.02	3
30.5	2.11	3
29.37	4.92	3
36.34	9.78	3
32.74	6.5	3
31.94	10.21	3
34.95	4.05	3
35.6	3.16	3
32.8	4.93	3
30.42	10.9	3
29.33	2.14	3
38.8	4.68	3
31.5	11.04	3
35.27	6.12	3
37.17	2.67	3
34.1	0.9	3
31.84	7.92	3
28.91	7.66	3
36.09	3.41	3
33.71	7.77	3
31.52	5.17	3
38.56	5.28	3
32.6	8.81	3
36.17	2.96	3
32.37	9.43	3
28.73	6.48	3
33.13	10.89	3
32.82	4.67	3
28.43	4.78	3
37.92	8.61	3
38.7	4.77	3
29.54	3.09	3
38.15	7.5	3
35.1	11.18	3
36.89	10.3	3
38.75	5.74	3
35.6	7.2	3
33.51	1.93	3
28.84	4.86	3
29.45	6.87	3
33.13	9.66	3
34.44	1.92	3
36.76	9.54	3
32.25	4.94	3
36.28	7.88	3
35.72	1.0	3
37.67	7.06	3
33.65	7.36	3
33.65	10.16	3
33.39	9.94	3
33.18	2.54	3
31.13	10.63	3
30.58	5.86	3
28.35	5.31	3
28.62	5.56	3
36.61	4.13	3
36.78	9.27	3
37.29	3.64	3
30.24	5.61	3
31.46	9.45	3
30.69	1.73	3
36.92	8.37	3
36.16	5.67	3
37.21	7.26	3
31.16	10.34	3
32.69	3.35	3
35.15	2.47	3
37.11	5.52	3
34.59	4.54	3
38.34	5.92	3
38.57	6.82	3
29.49	6.86	3
32.99	2.11	3
36.79	9.87	3
30.44	8.2	3
33.85	5.47	3
34.81	7.44	3
32.52	1.57	3
31.72	3.16	3
35.48	7.18	3
37.66	9.36	3
30.06	10.34	3
32.23	0.08	3
33.84	2.59	3
30.04	4.19	3
29.21	5.49	3
27.55	8.43	3
36.39	3.69	3
29.95	8.63	3
29.49	1.96	3
33.95	3.47	3
35.23	10.61	3
33.54	6.37	3
28.98	7.34	3
29.77	10.27	3
32.84	7.68	3
34.54	10.19	3
34.49	9.82	3
30.49	11.44	3
37.57	6.92	3
33.94	3.49	3
31.44	9.25	3
31.09	7.65	3
34.17	7.21	3
34.72	9.79	3
33.34	3.56	3
36.33	7.61	3
33.2	8.66	3
38.36	8.57	3
29.25	3.11	3
28.34	2.82	3
38.1	7.31	3
32.7	9.08	3
29.64	5.03	3
37.44	7.3	3
32.19	7.7	3
30.65	10.43	3
31.3	2.85	3
30.22	2.23	3
35.21	5.35	3
32.67	6.35	3
32.41	5.02	3
33.15	6.16	3
29.94	2.93	3
33.32	4.76	3
32.67	3.43	3
28.94	6.55	3
28.69	7.9	3
35.89	0.75	3
33.28	3.58	3
28.76	5.88	3
31.79	4.7	3
35.86	7.11	3
38.85	7.01	3
31.82	5.91	3
29.56	3.99	3
33.61	6.55	3
32.91	4.79	3
30.06	10.95	3
37.75	2.61	3
35.57	1.98	3
34.68	4.15	3
36.36	9.91	3
34.59	8.78	3
32.35	0.17	3
33.21	3.06	3
28.07	7.12	3
32.26	2.11	3
34.1	8.44	3
30.44	6.26	3
35.38	1.38	3
27.24	6.57	3
35.43	6.06	3
36.12	1.04	3
28.38	3.24	3
31.19	9.05	3
27.98	8.19	3
33.57	3.37	3
27.71	5.16	3
36.54	6.3	3
29.97	1.78	3
34.48	9.93	3
28.98	3.52	3
35.16	8.52	3
31.75	6.82	3
33.93	5.27	3
28.96	6.93	3
34.68	5.66	3
29.08	4.42	3
32.99	9.77	3
28.17	3.84	3
31.72	6.18	3
28.7	9.56	3
28.27	4.14	3
36.13	7.1	3
27.98	4.78	3
33.03	0.69	3
30.35	9.32	3
38.42	4.59	3
28.93	7.69	3
37.43	4.34	3
37.35	6.27	3
29.17	8.88	3
35.55	10.53	3
32.02	4.58	3
35.76	4.31	3
29.64	6.92	3
37.01	3.84	3
29.89	5.45	3
34.79	5.96	3
32.61	8.96	3
37.11	2.29	3
35.39	3.92	3
28.26	5.76	3
27.73	3.85	3
28.08	8.11	3
30.59	10.52	3
30.27	6.23	3
33.1	0.82	3
34.15	5.54	3
27.91	7.89	3
33.85	0.68	3
32.38	5.17	3
32.07	1.92	3
36.43	5.59	3
30.92	4.25	3
32.77	2.8	3
36.05	2.53	3
28.43	8.61	3
32.63	0.2	3
33.58	10.02	3
36.32	6.15	3
36.76	10.16	3
31.98	0.79	3
29.55	2.28	3
33.21	7.31	3
27.99	6.06	3
33.78	7.87	3
28.15	5.91	3
34.45	6.03	3
31.86	5.31	3
30.88	9.95	3
29.4	2.93	3
31.95	5.17	3
35.28	6.4	3
27.17	6.58	3
37.94	5.67	3
35.6	10.7	3
27.85	8.1	3
31.7	11.76	3
35.27	8.74	3
28.99	5.96	3
33.52	11.33	3
37.95	3.88	3
37.28	8.39	3
37.2	7.43	3
33.7	0.46	3
36.57	5.49	3
27.21	6.29	3
33.89	8.66	3
34.35	10.25	3
33.75	5.93	3
32.27	4.27	3
33.87	6.19	3
34.4	1.19	3
32.06	2.15	3
36.17	5.34	3
28.02	3.02	3
36.08	4.34	3
32.04	3.77	3
30.7	0.56	3
33.09	2.65	3
32.35	1.2	3
29.27	1.6	3
33.51	8.41	3
36.13	8.02	3
27.25	4.78	3
29.29	8.15	3
27.38	5.55	3
27.87	6.94	3
34.42	1.72	3
29.66	4.55	3
31.93	9.16	3
34.63	7.94	3
31.43	5.63	3
28.58	4.37	3
29.48	6.43	3
34.8	4.11	3
31.44	7.42	3
30.33	3.75	3
34.32	2.59	3
35.94	5.25	3
38.36	4.47	3
33.23	2.34	3
30.94	7.78	3
32.02	11.28	3
36.93	5.75	3
35.96	8.28	3
30.66	6.16	3
33.4	0.87	3
35.34	1.11	3
36.77	4.06	3
35.6	3.58	3
36.18	1.42	3
34.52	0.25	3
32.29	1.97	3
33.72	11.65	3
36.95	4.7	3
33.92	0.66	3
34.07	6.47	3
33.46	5.31	3
30.98	1.97	3
37.02	4.99	3
33.14	4.82	3
27.73	5.77	3
28.78	7.13	3
28.38	6.32	3
29.74	9.94	3
37.55	9.46	3
29.6	4.49	3
38.09	6.72	3
36.13	2.32	3
37.39	9.4	3
27.98	9.25	3
30.05	10.2	3
33.51	11.36	3
31.1	3.33	3
33.17	1.82	3
29.95	5.65	3
37.49	7.1	3
33.63	2.97	3
30.57	5.72	3
34.94	3.07	3
29.49	8.66	3
36.71	8.69	3
28.84	9.59	3
33.1	2.49	3
32.26	2.63	3
35.74	4.76	3
33.55	4.12	3
35.86	5.68	3
35.18	10.26	3
32.08	5.52	3
33.01	6.88	3
29.88	1.52	3
30.95	6.74	3
31.87	0.22	3
29.94	8.47	3
38.85	5.96	3
35.66	6.11	3
29.55	2.35	3
30.54	4.82	3
29.93	7.86	3
30.31	8.22	3
36.53	2.64	3
35.44	7.83	3
34.49	5.95	3
29.64	2.88	3
30.88	5.51	3
28.34	9.1	3
31.4	0.69	3
28.81	5.13	3
37.83	8.54	3
30.72	9.07	3
38.08	3.52	3
31.75	9.42	3
30.73	1.03	3
36.26	8.58	3
29.08	7.83	3
30.46	2.4	3
34.85	3.84	3
31.95	3.1	3
35.14	3.67	3
30.41	4.34	3
31.97	4.68	3
28.1	5.0	3
31.78	10.78	3
36.66	2.27	3
33.67	7.91	3
37.88	8.95	3
33.57	8.99	3
29.14	3.68	3
35.48	10.07	3
33.3	5.16	3
32.35	4.69	3
35.76	0.91	3
31.4	6.97	3
30.57	5.85	3
33.44	3.31	3
34.04	6.87	3
34.85	10.05	3
29.85	7.46	3
33.45	3.72	3
30.4	5.35	3
34.3	0.44	3
36.79	4.74	3
37.82	6.33	3
33.89	3.52	3
30.53	3.82	3
32.37	3.57	3
31.11	11.19	3
35.79	9.1	3
29.42	3.04	3
33.04	4.67	3
36.37	9.74	3
28.1	8.66	3
35.54	11.3	3
28.23	7.72	3
31.55	2.29	3
30.83	6.92	3
34.39	11.59	3
31.97	8.51	3
28.79	7.18	3
28.28	8.22	3
30.91	11.25	3
36.12	7.93	3
28.11	7.52	3
35.35	5.56	3
33.99	10.76	3
33.84	7.86	3
38.39	6.2	3
27.61	7.23	3
37.42	5.75	3
29.22	7.47	3
29.56	2.31	3
35.46	1.6	3
30.03	10.3	3
34.7	10.83	3
36.57	9.74	3
27.88	3.72	3
30.43	7.19	3
34.54	6.48	3
32.57	4.52	3
35.57	4.53	3
29.85	1.07	3
29.29	2.11	3
35.49	2.55	3
31.13	8.52	3
31.49	6.61	3
34.04	9.6	3
32.58	3.26	3
32.31	10.3	3
31.52	2.23	3
34.92	8.96	3
35.36	5.34	3
34.62	9.65	3
27.26	5.31	3
31.96	9.33	3
33.49	6.04	3
28.88	4.16	3
28.11	7.4	3
36.51	4.67	3
33.61	3.47	3
34.41	5.11	3
36.83	8.95	3
33.8	6.26	3
35.91	9.67	3
31.18	2.96	3
36.73	3.0	3
31.93	8.96	3
30.64	9.69	3
28.99	4.17	3
38.32	5.74	3
28.88	3.46	3
28.45	6.13	3
32.53	5.46	3
34.59	1.38	3
28.86	2.05	3
30.24	9.26	3
38.22	6.96	3
36.68	6.77	3
38.95	6.25	3
33.71	10.69	3
27.83	4.82	3
38.17	5.08	3
35.88	10.8	3
31.87	1.86	3
32.12	6.03	3
37.06	7.35	3
34.86	8.99	3
34.4	5.63	3
34.08	8.59	3
31.71	3.23	3
35.39	1.58	3
30.59	11.19	3
30.69	4.27	3
36.02	8.76	3
37.66	4.15	3
28.24	2.93	3
35.31	2.53	3
37.94	7.68	3
31.49	2.28	3
34.49	4.21	3
33.19	6.2	3
35.97	9.76	3
30.53	2.5	3
33.81	11.73	3
30.32	5.84	3
31.91	6.63	3
30.39	5.45	3
34.86	2.67	3
31.57	2.51	3
35.63	10.56	3
35.61	1.33	3
35.02	0.78	3
31.48	2.47	3
29.15	10.15	3
30.76	5.25	3
34.19	9.87	3
29.96	2.02	3
35.3	3.73	3
31.38	9.45	3
27.84	7.14	3
33.5	8.33	3
37.7	7.07	3
28.35	3.35	3
34.86	5.79	3
36.24	8.59	3
33.37	6.97	3
33.61	7.41	3
36.59	2.65	3
35.59	1.68	3
30.16	4.21	3
35.36	3.12	3
34.64	10.16	3
31.15	2.66	3
32.97	8.45	3
37.74	3.86	3
28.5	5.59	3
28.47	7.77	3
30.79	7.05	3
28.79	3.96	3
27.13	5.14	3
27.84	3.46	3
37.63	2.3	3
28.61	8.7	3
31.97	5.55	3
